city,timestamp,temperature,season
New York,2010-01-01,0.4470305885596668,winter
New York,2010-01-02,2.8989348757429774,winter
New York,2010-01-03,0.5291933309133176,winter
New York,2010-01-04,-1.461435574823202,winter
New York,2010-01-05,8.657781715914414,winter
New York,2010-01-06,2.812785435468497,winter
New York,2010-01-07,-0.16199796215568135,winter
New York,2010-01-08,-2.3999859159403165,winter
New York,2010-01-09,4.0265919221914235,winter
New York,2010-01-10,-5.9294550361052325,winter
New York,2010-01-11,3.300947204500523,winter
New York,2010-01-12,0.08670660837353601,winter
New York,2010-01-13,4.362477489644065,winter
New York,2010-01-14,1.2294275123856409,winter
New York,2010-01-15,-6.203066200717792,winter
New York,2010-01-16,-1.8983496905897752,winter
New York,2010-01-17,13.059120934593285,winter
New York,2010-01-18,-4.654295739086084,winter
New York,2010-01-19,-4.253224335935998,winter
New York,2010-01-20,0.5144724189803849,winter
New York,2010-01-21,-3.87454735541791,winter
New York,2010-01-22,8.13366970115726,winter
New York,2010-01-23,-12.201547421874777,winter
New York,2010-01-24,3.3978038256002825,winter
New York,2010-01-25,1.6244353045380535,winter
New York,2010-01-26,7.507560781622276,winter
New York,2010-01-27,-4.929840174690429,winter
New York,2010-01-28,-6.08183400374374,winter
New York,2010-01-29,-7.686953356435162,winter
New York,2010-01-30,-5.137214867515376,winter
New York,2010-01-31,-6.528436182434222,winter
New York,2010-02-01,-2.274393210421747,winter
New York,2010-02-02,1.0609997219989873,winter
New York,2010-02-03,-6.365915876862279,winter
New York,2010-02-04,-3.431499341061725,winter
New York,2010-02-05,2.8064674454482375,winter
New York,2010-02-06,-1.0215353826338613,winter
New York,2010-02-07,-4.373614660197046,winter
New York,2010-02-08,-9.735330842034157,winter
New York,2010-02-09,-3.44430209665856,winter
New York,2010-02-10,-3.0839190596692267,winter
New York,2010-02-11,-1.7250984016546833,winter
New York,2010-02-12,-3.3314803890478983,winter
New York,2010-02-13,1.3955029076658505,winter
New York,2010-02-14,4.386023821736869,winter
New York,2010-02-15,-6.294195480516203,winter
New York,2010-02-16,-1.5563989148461275,winter
New York,2010-02-17,5.941759520453842,winter
New York,2010-02-18,-5.899475366392818,winter
New York,2010-02-19,0.00497430547335131,winter
New York,2010-02-20,1.1216814727037918,winter
New York,2010-02-21,2.8827768502379136,winter
New York,2010-02-22,-0.26200747651645223,winter
New York,2010-02-23,-2.491315419424948,winter
New York,2010-02-24,-0.35770971023043885,winter
New York,2010-02-25,2.380539329501364,winter
New York,2010-02-26,0.8996965263518315,winter
New York,2010-02-27,4.548188837075112,winter
New York,2010-02-28,1.4726722160238102,winter
New York,2010-03-01,19.54406543241744,spring
New York,2010-03-02,8.127502889404143,spring
New York,2010-03-03,15.948994297751925,spring
New York,2010-03-04,5.366921440235334,spring
New York,2010-03-05,12.69014152623128,spring
New York,2010-03-06,10.481420167506016,spring
New York,2010-03-07,9.320990859443281,spring
New York,2010-03-08,20.465599713439207,spring
New York,2010-03-09,16.556258065828573,spring
New York,2010-03-10,2.8496338847514107,spring
New York,2010-03-11,9.99485963536788,spring
New York,2010-03-12,16.55157389169965,spring
New York,2010-03-13,11.007064611713435,spring
New York,2010-03-14,6.9260113059956385,spring
New York,2010-03-15,8.16061042598914,spring
New York,2010-03-16,8.032957321767482,spring
New York,2010-03-17,13.034580813063858,spring
New York,2010-03-18,6.908878818184745,spring
New York,2010-03-19,2.988260388736295,spring
New York,2010-03-20,11.641569872625675,spring
New York,2010-03-21,8.682709548071605,spring
New York,2010-03-22,7.55843307812977,spring
New York,2010-03-23,18.10680940466985,spring
New York,2010-03-24,8.859558592713343,spring
New York,2010-03-25,10.08421309500517,spring
New York,2010-03-26,7.2017874651248155,spring
New York,2010-03-27,10.304317183945829,spring
New York,2010-03-28,4.892378118637721,spring
New York,2010-03-29,13.954200238688546,spring
New York,2010-03-30,9.282794567562847,spring
New York,2010-03-31,-0.602679237802688,spring
New York,2010-04-01,8.279867397374028,spring
New York,2010-04-02,5.753139316693067,spring
New York,2010-04-03,9.630545037083037,spring
New York,2010-04-04,1.2491051420831933,spring
New York,2010-04-05,5.8154131856162055,spring
New York,2010-04-06,9.970743160093482,spring
New York,2010-04-07,1.7257556971857415,spring
New York,2010-04-08,8.638216274206568,spring
New York,2010-04-09,7.412941796988875,spring
New York,2010-04-10,7.430184795481062,spring
New York,2010-04-11,14.359862675471208,spring
New York,2010-04-12,8.587205343258628,spring
New York,2010-04-13,8.651745107184844,spring
New York,2010-04-14,11.490788423521979,spring
New York,2010-04-15,9.89405009507037,spring
New York,2010-04-16,10.435359555008068,spring
New York,2010-04-17,15.205105462559057,spring
New York,2010-04-18,10.016234478733997,spring
New York,2010-04-19,7.5228146115721195,spring
New York,2010-04-20,7.990311116200026,spring
New York,2010-04-21,10.490565008707222,spring
New York,2010-04-22,9.733627273265364,spring
New York,2010-04-23,15.877232054059752,spring
New York,2010-04-24,9.460709536898477,spring
New York,2010-04-25,9.041929451028333,spring
New York,2010-04-26,10.058163128715664,spring
New York,2010-04-27,12.248498419768936,spring
New York,2010-04-28,13.202464987245843,spring
New York,2010-04-29,0.5207213171049929,spring
New York,2010-04-30,12.616989202426739,spring
New York,2010-05-01,2.8201604342467954,spring
New York,2010-05-02,12.014667174076884,spring
New York,2010-05-03,15.716079639949632,spring
New York,2010-05-04,6.371689401404866,spring
New York,2010-05-05,2.5582821741241926,spring
New York,2010-05-06,5.59270654704931,spring
New York,2010-05-07,13.514918004134518,spring
New York,2010-05-08,3.3229190078587054,spring
New York,2010-05-09,14.38220761309642,spring
New York,2010-05-10,17.437809821670303,spring
New York,2010-05-11,15.557568896498328,spring
New York,2010-05-12,8.114337233068484,spring
New York,2010-05-13,8.014893303189035,spring
New York,2010-05-14,12.20472286339585,spring
New York,2010-05-15,9.781754723673034,spring
New York,2010-05-16,12.93262205686952,spring
New York,2010-05-17,19.758695354443258,spring
New York,2010-05-18,5.4132559434837875,spring
New York,2010-05-19,12.461626423183802,spring
New York,2010-05-20,8.949889553294343,spring
New York,2010-05-21,6.0259490568777085,spring
New York,2010-05-22,5.289604683972596,spring
New York,2010-05-23,15.99452150179788,spring
New York,2010-05-24,9.586200974010271,spring
New York,2010-05-25,13.540832322375525,spring
New York,2010-05-26,8.772581150432766,spring
New York,2010-05-27,10.025261924414568,spring
New York,2010-05-28,17.780041330866055,spring
New York,2010-05-29,7.417354229581269,spring
New York,2010-05-30,5.33423508207389,spring
New York,2010-05-31,18.890317149056806,spring
New York,2010-06-01,26.702402140675183,summer
New York,2010-06-02,24.716591574514112,summer
New York,2010-06-03,27.19701249610838,summer
New York,2010-06-04,16.89020683338698,summer
New York,2010-06-05,31.22534954995058,summer
New York,2010-06-06,25.377513247801353,summer
New York,2010-06-07,26.396888125423644,summer
New York,2010-06-08,24.473723513349842,summer
New York,2010-06-09,20.966564163158797,summer
New York,2010-06-10,17.266557242120868,summer
New York,2010-06-11,34.94673221312108,summer
New York,2010-06-12,27.154909425133784,summer
New York,2010-06-13,25.61753373266521,summer
New York,2010-06-14,30.57374125144694,summer
New York,2010-06-15,30.810101231064046,summer
New York,2010-06-16,23.875995899304204,summer
New York,2010-06-17,14.254300928599225,summer
New York,2010-06-18,18.898657922699325,summer
New York,2010-06-19,27.725594874934654,summer
New York,2010-06-20,23.260542105835796,summer
New York,2010-06-21,30.00376411258228,summer
New York,2010-06-22,29.26081620198702,summer
New York,2010-06-23,33.03265313927213,summer
New York,2010-06-24,22.048762099607334,summer
New York,2010-06-25,26.585304197505373,summer
New York,2010-06-26,24.60934062723074,summer
New York,2010-06-27,19.739935763700622,summer
New York,2010-06-28,33.62614492195799,summer
New York,2010-06-29,27.573129783430876,summer
New York,2010-06-30,21.373751252192083,summer
New York,2010-07-01,22.887365419955138,summer
New York,2010-07-02,23.814068352449492,summer
New York,2010-07-03,20.950888647820083,summer
New York,2010-07-04,26.41486630871346,summer
New York,2010-07-05,29.21151422483793,summer
New York,2010-07-06,32.59578700330739,summer
New York,2010-07-07,32.33474693202638,summer
New York,2010-07-08,14.668695422688224,summer
New York,2010-07-09,23.44081380860124,summer
New York,2010-07-10,29.47369089536962,summer
New York,2010-07-11,31.605402833785075,summer
New York,2010-07-12,30.625873091079203,summer
New York,2010-07-13,22.068616269238102,summer
New York,2010-07-14,25.943645251169613,summer
New York,2010-07-15,24.02955729250144,summer
New York,2010-07-16,20.498557155023715,summer
New York,2010-07-17,24.902047502297442,summer
New York,2010-07-18,21.05752723121465,summer
New York,2010-07-19,21.765588400467042,summer
New York,2010-07-20,22.107769701397498,summer
